"Date","Price","Open","High","Low","Vol.","Change %"
"28-08-2024","25,059.00","25,037.50","25,144.00","24,799.00","54.30K","0.19%"
"27-08-2024","25,012.00","25,006.00","25,093.50","24,954.00","80.52K","-0.23%"
"26-08-2024","25,070.50","24,947.00","25,090.00","24,888.00","103.49K","0.92%"
"23-08-2024","24,842.50","24,786.50","24,974.50","24,786.50","58.18K","-0.01%"
"22-08-2024","24,846.00","24,871.50","24,895.00","24,784.00","35.90K","0.12%"
"21-08-2024","24,815.50","24,707.50","24,909.50","24,682.00","33.97K","0.40%"
"20-08-2024","24,717.50","24,655.00","24,774.00","24,630.00","36.27K","0.44%"
"19-08-2024","24,608.50","24,725.00","24,725.00","24,534.00","37.14K","0.08%"
"16-08-2024","24,590.00","24,327.00","24,675.00","24,234.00","59.06K","1.84%"
"14-08-2024","24,145.00","24,239.50","24,257.00","24,121.50","38.39K","-0.05%"
"13-08-2024","24,157.00","24,345.50","24,385.50","24,104.00","47.50K","-0.77%"
"12-08-2024","24,343.50","24,384.50","24,531.50","24,270.50","42.70K","-0.16%"
